"Before: leaders waited for truth that never came. After: safe, 20-second reflection shows what teams really see. Read more:…
#Leadership #EmployeeEngagement #RadicalHonesty #Mirror360
https://www.synozur.com/post/from-the-closet-to-the-c-suite-the-case-for-radical-honesty","https://static.wixstatic.com/media/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png/v1/fill/w_1000,h_563,al_c,q_90,usm_0.66_1.00_0.01/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png","Jun 24, 2026 10:00 AM","1761680","Synozur","","Leadership;EmployeeEngagement;RadicalHonesty;Mirror360",""
"What if your leadership team isn’t short on feedback, but short on truth?

That’s the uncomfortable tension at the center of this week’s Polaris conversation with Petar Kralev of Mirror 360. Many leaders assume formal reviews and manager check-ins are enough to show what’s really happening. In practice, people often stay quiet when honesty feels risky, and leaders end up making decisions without the signal they need most.

One idea from the episode stands out: radical honesty only works when the system is safe, easy, and genuinely useful. If people don’t trust anonymity, the signal gets distorted. If giving input takes too long, they won’t do it. And if the insight doesn’t help employees and leaders act, it becomes just another process.

This is a thoughtful read for anyone leading teams, shaping culture, or trying to improve execution without losing the human side of work.

Read more: https://orbit.synozur.com/r/maqs3t3v

What’s harder in most organizations today: getting feedback, or getting the truth?
#Leadership #WorkplaceCulture #EmployeeEngagement #RadicalHonesty #Mirror360
https://www.synozur.com/post/from-the-closet-to-the-c-suite-the-case-for-radical-honesty","https://static.wixstatic.com/media/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png/v1/fill/w_1000,h_563,al_c,q_90,usm_0.66_1.00_0.01/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png","Jun 24, 2026 10:00 AM","1764931","Synozur","","Leadership;WorkplaceCulture;EmployeeEngagement;RadicalHonesty;Mirror360",""
"On one Zoom call, everyone could see she’d lost the room except her. That moment led Petar Kralev to build Mirror…
#PolarisPodcast #FeedbackCulture #Leadership #TeamPerformance #Mirror360
https://www.synozur.com/post/from-the-closet-to-the-c-suite-the-case-for-radical-honesty","https://orbit.synozur.com/public-objects/conference-images/29298719-d165-403f-8fe0-4025bb07e00f.png","Jun 25, 2026 10:00 AM","1761680","Synozur","","PolarisPodcast;FeedbackCulture;Leadership;TeamPerformance;Mirror360",""
"Global employee engagement fell to 20% in 2026, and Gallup estimates the productivity cost at $10 trillion.

That number should stop every leader in their tracks. Even more telling: a major part of the decline comes from managers themselves. When the people closest to the work are disengaged, the feedback loop breaks down fast.

That’s why Petar Kralev’s appearance on Polaris feels especially timely. In our latest article, we explore his argument that most organizations are built to document performance and reduce risk, not to reveal how work is actually experienced in real time. The result is expensive silence.

The takeaway isn’t that leaders need more surveys. They need better conditions for truth: trusted anonymity, low-friction participation, and insights people can actually use.

If you care about culture, execution, or the hidden cost of what goes unsaid, this one is worth your time.

Learn more: https://orbit.synozur.com/r/5vt47gn7

How is your organization making it easier for people to be honest early, before small issues become big ones?
#EmployeeEngagement #FutureOfWork #LeadershipStrategy #PolarisPodcast #Mirror360
https://www.synozur.com/post/from-the-closet-to-the-c-suite-the-case-for-radical-honesty","https://static.wixstatic.com/media/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png/v1/fill/w_1000,h_563,al_c,q_90,usm_0.66_1.00_0.01/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png","Jun 25, 2026 10:00 AM","1764931","Synozur","","EmployeeEngagement;FutureOfWork;LeadershipStrategy;PolarisPodcast;Mirror360",""
"Hot take: most feedback systems protect the company more than they help people grow. Petar Kralev makes the case for…
#RadicalHonesty #Leadership #WorkplaceCulture #PolarisPodcast #Mirror360
https://www.synozur.com/post/from-the-closet-to-the-c-suite-the-case-for-radical-honesty","https://static.wixstatic.com/media/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png/v1/fill/w_1000,h_563,al_c,q_90,usm_0.66_1.00_0.01/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png","Jun 26, 2026 10:00 AM","1761680","Synozur","","RadicalHonesty;Leadership;WorkplaceCulture;PolarisPodcast;Mirror360",""
"Hot take: more feedback forms won’t fix a culture that makes honesty feel dangerous.

The usual advice is to collect more input, run another review cycle, or add another survey. But if people don’t feel safe telling the truth, more process just creates more polished silence.

That’s why Petar Kralev’s perspective on Polaris matters. The real challenge is not feedback volume. It’s feedback integrity. In our latest article, we look at why many systems are better at documentation than truth-telling, and why radical honesty depends on three things most companies still underdesign: safety, ease, and usefulness.

This is especially relevant for leaders who want better decisions, stronger teams, and fewer surprises. You can’t solve what your organization is trained to hide.

Read the article: https://orbit.synozur.com/r/cc935u8v

Do you agree, or do you think most companies already have the right feedback systems in place?
#LeadershipInsight #OrganizationalCulture #ChangeManagement #ExecutiveLeadership #Mirror360
https://www.synozur.com/post/from-the-closet-to-the-c-suite-the-case-for-radical-honesty","https://static.wixstatic.com/media/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png/v1/fill/w_1000,h_563,al_c,q_90,usm_0.66_1.00_0.01/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png","Jun 26, 2026 10:00 AM","1764931","Synozur","","LeadershipInsight;OrganizationalCulture;ChangeManagement;ExecutiveLeadership;Mirror360",""
"Global employee engagement fell to 20%, costing an estimated $10T in productivity. Petar Kralev explains why leaders…
#EmployeeEngagement #PolarisPodcast #Leadership #FutureOfWork #Mirror360
https://www.synozur.com/post/from-the-closet-to-the-c-suite-the-case-for-radical-honesty","https://orbit.synozur.com/public-objects/conference-images/d9226912-5290-438b-9653-a89b275c415b.png","Jun 27, 2026 10:00 AM","1761680","Synozur","","EmployeeEngagement;PolarisPodcast;Leadership;FutureOfWork;Mirror360",""
"On a video call, one person kept talking. Everyone else could see the moment the room checked out. No one said it.

That memory stayed with Petar Kralev, and it helped spark the idea behind Mirror 360. In this week’s Polaris feature, we unpack how moments like that happen every day at work: problems are visible, but not speakable.

The article explores a simple but powerful idea. People are far more likely to tell the truth when feedback feels safe, takes almost no time, and gives something valuable back. That’s how honesty stops being personal risk and starts becoming a tool for growth.

For leaders, the lesson is clear: if truth only travels upward when it feels perfectly safe, then culture is not just what you say. It’s what your systems allow.

Full post: https://orbit.synozur.com/r/kczmwdnc

Have you ever watched a problem go unspoken in a meeting even though everyone could see it?
#LeadershipDevelopment #TeamPerformance #HonestFeedback #WorkplaceTrust #Mirror360
https://www.synozur.com/post/from-the-closet-to-the-c-suite-the-case-for-radical-honesty","https://static.wixstatic.com/media/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png/v1/fill/w_1000,h_563,al_c,q_90,usm_0.66_1.00_0.01/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png","Jun 27, 2026 10:00 AM","1764931","Synozur","","LeadershipDevelopment;TeamPerformance;HonestFeedback;WorkplaceTrust;Mirror360",""
"What if your biggest leadership blind spot is believing people will tell you the truth? Petar Kralev unpacks the…
#PolarisPodcast #Leadership #WorkplaceCulture #RadicalHonesty #Mirror360
https://www.synozur.com/post/from-the-closet-to-the-c-suite-the-case-for-radical-honesty","https://static.wixstatic.com/media/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png/v1/fill/w_1000,h_563,al_c,q_90,usm_0.66_1.00_0.01/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png","Jun 29, 2026 10:00 AM","1761680","Synozur","","PolarisPodcast;Leadership;WorkplaceCulture;RadicalHonesty;Mirror360",""
"Before: leaders relied on annual reviews, long surveys, and hallway guesswork—then wondered why the truth arrived late, filtered, or not at all.

After: feedback becomes safe enough to share, fast enough to give, and useful enough to act on.

That’s the transformation at the heart of our latest piece on Petar Kralev’s Polaris appearance. It explores why so many organizations miss the signals they need most, and how a better model of honesty can help people grow before small issues become culture, retention, or execution problems.

One insight that stands out: radical honesty isn’t about being harsh. It’s about building the conditions for reality to surface in time to help.

If your team says all the right things in meetings but the real story shows up later in attrition, disengagement, or missed accountability, this conversation is worth your time.

Read more: https://orbit.synozur.com/r/b6dzfbic

What changed most in your organization when feedback became safer to give?
#Leadership #RadicalHonesty #EmployeeEngagement #WorkplaceCulture #PolarisPodcast #Mirror360
https://www.synozur.com/post/from-the-closet-to-the-c-suite-the-case-for-radical-honesty","https://static.wixstatic.com/media/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png/v1/fill/w_1000,h_563,al_c,q_90,usm_0.66_1.00_0.01/b805ce_90caeca188f44bbc81be4edfa7d85d90~mv2.png","Jun 29, 2026 10:00 AM","1764931","Synozur","","Leadership;RadicalHonesty;EmployeeEngagement;WorkplaceCulture;PolarisPodcast;Mirror360",""
