id,tenant_domain,market_id,user_id,action,entity_type,entity_id,status,message,details,created_at
b522c878-66ff-4e0a-81fb-527de5647c59,synozur.com,,116500d0-357e-4ace-a7af-7264ed58e22a,social_oauth_connect,social_account,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,error,"LinkedIn userinfo failed: 403 {""status"":403,""serviceErrorCode"":100,""code"":""ACCESS_DENIED"",""message"":""Not enough permissions to access: userinfo.GET.NO_VERSION""}",,2026-06-22 17:56:05.891719
980cc96a-9116-47ce-9f5c-4bf54f664404,synozur.com,,116500d0-357e-4ace-a7af-7264ed58e22a,social_oauth_connect,social_account,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,ok,Connected linkedin,"{""authorUrn"": ""urn:li:organization:91099089""}",2026-06-22 18:39:25.839198
4a79cd4f-52e0-4734-9da4-f677a16d5e95,synozur.com,,,social_publish,generated_post,f2a63065-1908-4aa2-bc61-80b8e3021f9e,warning,LinkedIn MCP publish failed: MCP error,"{""attempt"": 1, ""platform"": ""linkedin"", ""retrying"": true, ""errorCode"": ""mcp_error"", ""maxAttempts"": 5}",2026-06-22 18:39:50.191045
edf6b54a-5d13-4926-8efa-577ef693116a,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,social_publish,generated_post,f2a63065-1908-4aa2-bc61-80b8e3021f9e,ok,Manually published to linkedin,"{""url"": ""https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7474914410789007360/"", ""accountId"": ""28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4""}",2026-06-22 20:01:13.221431
174f996b-98d0-4afd-8616-3ff30081c8cb,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,social_publish,generated_post,04c50b70-e77d-40ea-a9c7-14d5b8db4def,ok,Manually published to linkedin,"{""url"": ""https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7474967062545715201/"", ""accountId"": ""28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4""}",2026-06-22 23:30:26.233955
f0d5b3c8-0495-41ad-91e9-359cd851e342,synozur.com,,,social_publish,generated_post,23ee1d69-66a0-42c5-92df-9e812b74d433,warning,com.linkedin.content.common.exception.BadRequestResponseException: One or more of the contents is not owned by the author. All contents must be owned by the author,"{""attempt"": 1, ""platform"": ""linkedin"", ""retrying"": true, ""errorCode"": ""http_400"", ""maxAttempts"": 5}",2026-06-23 00:40:18.439065
ee9352be-71b8-472b-a4ee-cca2ce73b397,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,social_publish,generated_post,23ee1d69-66a0-42c5-92df-9e812b74d433,ok,Manually published to linkedin,"{""url"": ""https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7475004694747287552/"", ""accountId"": ""28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4""}",2026-06-23 01:59:58.41692
80ac9f52-7497-4bf6-8238-1efa4a0ae2d1,synozur.com,,,social_publish,generated_post,fc0dc8e2-0d80-441a-a955-24fc0fff9163,warning,Carousel PDF failed to upload to LinkedIn — check that the slide image URLs are reachable.,"{""attempt"": 1, ""platform"": ""linkedin"", ""retrying"": true, ""errorCode"": ""carousel_upload_failed"", ""maxAttempts"": 5}",2026-06-23 04:16:05.792398
0b7eb6b7-23dc-45a4-bdb9-ee132bee17cb,synozur.com,,,social_publish,generated_post,fc0dc8e2-0d80-441a-a955-24fc0fff9163,warning,Carousel PDF failed to upload to LinkedIn — check that the slide image URLs are reachable.,"{""attempt"": 2, ""platform"": ""linkedin"", ""retrying"": true, ""errorCode"": ""carousel_upload_failed"", ""maxAttempts"": 5}",2026-06-23 07:24:08.714808
40b07db8-ca88-43cf-97a0-b14bcf48e250,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,social_publish,generated_post,837bd729-5fe9-4893-b086-91f55acd6448,ok,Manually published to linkedin,"{""url"": ""https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7475146255338270721/"", ""accountId"": ""28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4""}",2026-06-23 11:22:29.14012
2d13af7e-23d7-4810-b30f-705c1f6c9c04,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,social_publish,generated_post,998fee5a-7ffd-42c6-a1d7-16a5893bc523,ok,Manually published to linkedin,"{""url"": ""https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7475567765961994240/"", ""accountId"": ""28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4""}",2026-06-24 15:17:25.716495
edae925a-6dff-4605-9705-c7817b237fe9,synozur.com,,116500d0-357e-4ace-a7af-7264ed58e22a,social_oauth_connect,social_account,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,error,"Twitter token exchange failed: 401 {""error"":""unauthorized_client"",""error_description"":""Missing valid authorization header""}",,2026-06-25 18:20:58.842133
85854ca5-69c4-4c17-bdf7-b191f1417a84,synozur.com,,116500d0-357e-4ace-a7af-7264ed58e22a,social_oauth_connect,social_account,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,error,"Twitter token exchange failed: 401 {""error"":""unauthorized_client"",""error_description"":""Missing valid authorization header""}",,2026-06-25 18:30:39.904996
0e825909-7137-4f41-ac99-1337c9dc3d3a,synozur.com,,116500d0-357e-4ace-a7af-7264ed58e22a,social_oauth_connect,social_account,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,ok,Connected twitter,"{""authorUrn"": ""urn:twitter:user:1636172250113007616""}",2026-06-25 18:32:02.243055
e5970b15-ad67-44ba-a849-29bc4256583e,synozur.com,,,social_publish,generated_post,8ac77a0c-8bbe-4164-a9e4-4626f9a3a0ca,warning,Your enrolled account [2070202344629809152] does not have any credits to fulfill this request.,"{""attempt"": 1, ""platform"": ""twitter"", ""retrying"": true, ""errorCode"": ""credits"", ""maxAttempts"": 5}",2026-06-25 18:33:49.532879
09e4eb2d-85fd-40da-be1c-b35ec53fb795,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,social_publish,generated_post,ea6ca994-0535-4d73-8fb4-0edba7e132f4,ok,Manually published to twitter,"{""url"": ""https://twitter.com/synozur/status/2070216454155227367"", ""accountId"": ""f7e9fed0-4ed0-467e-ac02-bf140adae7ed""}",2026-06-25 18:44:00.268699
058e700a-8066-49a2-ac6e-f1eb4f029615,chrismcnulty.net,,cfb63c72-81e0-44ff-9c96-7d6632a72dde,social_oauth_connect,social_account,bcdda8b5-d6ec-4509-8ffd-08e613167463,ok,Connected twitter,"{""authorUrn"": ""urn:twitter:user:15875944""}",2026-06-25 18:48:01.082579
33d28149-1cd5-4d0b-a079-db9bf394fa3a,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,cfb63c72-81e0-44ff-9c96-7d6632a72dde,social_publish,generated_post,0ca5748a-13cd-48e3-bc69-2961a7074fa5,ok,Manually published to twitter,"{""url"": ""https://twitter.com/cmcnulty2000/status/2070217762543198689"", ""accountId"": ""bcdda8b5-d6ec-4509-8ffd-08e613167463""}",2026-06-25 18:49:12.22206
2c46df64-05b3-4353-98e4-acdeeadb0bb9,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,,social_publish,generated_post,939c0e51-535a-4949-91b8-5a930c54df62,ok,Published to linkedin,"{""url"": ""https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476433645856038913/"", ""accountId"": ""28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4""}",2026-06-27 00:38:08.270084
22b27360-b10e-4af7-895f-f1d9c3876e92,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,,social_publish,generated_post,d4e87ca7-a9c4-4475-98cd-ee1096183ebb,ok,Published to linkedin,"{""url"": ""https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476433726290280448/"", ""accountId"": ""28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4""}",2026-06-27 00:38:27.470317
be71e25a-dac8-4a7e-891e-faea88c996a8,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,,social_publish,generated_post,ed6f4607-f688-4655-9ad7-412dc7f537ea,ok,Published to linkedin,"{""url"": ""https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476433834595483648/"", ""accountId"": ""28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4""}",2026-06-27 00:38:52.970249
de1177b9-0360-4f3f-9beb-6f0bd51f94c9,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,,social_publish,generated_post,802e2b0b-1d86-4197-9578-f4c3ae30652e,ok,Published to twitter,"{""url"": ""https://twitter.com/synozur/status/2070903412523171979"", ""accountId"": ""f7e9fed0-4ed0-467e-ac02-bf140adae7ed""}",2026-06-27 16:13:44.910269
86c10fff-8369-40ec-ba73-7bd9e423c830,synozur.com,,,social_publish,generated_post,f09c544c-b3ad-42f6-bc8c-c22af736dc9b,warning,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}","{""attempt"": 1, ""platform"": ""twitter"", ""retrying"": true, ""errorCode"": ""token_refresh_failed"", ""maxAttempts"": 5}",2026-06-27 16:13:45.236115
