id,tenant_domain,market_id,company_profile_id,url,title,page_type,reason,suggested_category,status,created_at
000e2467-9622-44ea-94c7-6edfbd0d4f6b,protiviti.com,df5aac98-bc6d-41ae-a00b-a61d3e1505a9,6d36f61a-33d7-44c9-85e9-0dfa6b991f8a,https://www.protiviti.com/us-en/oil-gas-mining,Oil &amp; Gas Consulting | Protiviti US,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-04-05 16:38:08.571379
a9709f81-2ab1-4a10-b456-45ca72161b93,synozur.com,6496aaa4-2ddf-4cad-a993-29582e8590b1,707e9ccd-972e-49f4-966e-5b3b42d517a9,https://www.slalom.com/us/en/industries/resources,Resources | Slalom,blog,Resource page — potential gated content for lead generation,Resources,pending,2026-04-05 21:44:10.065837
4ca4970e-9f8e-4411-b8e8-961e4eebebf9,synozur.com,9705950c-adda-40e3-8f88-7704fdff4d50,85eaa50c-1fbd-4e41-9c65-6ffed150fe70,https://www.quest.com/news/,News - Where Technology Meets Headlines,blog,News item — can be amplified through social channels,News & Press,pending,2026-04-06 00:39:06.743547
0bf4c885-a6f4-4b53-86c1-d93790aa2eee,synozur.com,dfad5af1-e6da-4d26-a1d1-6faab3115447,90ee84e8-8848-4c88-9f02-3e68847341b1,https://www.readycreditcorp.com/resources/cash-to-card-roi-calculator/,Cash-to-Card ROI Calculator: Estimate Cashless Savings | Ready Credit,blog,Resource page — potential gated content for lead generation,Resources,pending,2026-04-06 05:40:07.54312
4b4271e6-e28b-47cc-a63f-2e0af01442f8,synozur.com,cbb5fabd-c82b-4d50-bd34-2a0d79398622,5c8896d5-13d9-43ba-9d6a-ff909b6aa497,https://www.sunsetpointsoftware.com/resources,Resources &amp; Downloads - Snapshot Technology Guides | Sunset Point,blog,Resource page — potential gated content for lead generation,Resources,pending,2026-04-06 05:41:27.442967
fd9f1007-7fbb-46e5-bcd6-1a54fbcafa54,synozur.com,9f8f5946-4dd7-418b-b200-ff258a569bf2,77829bd7-9a37-47dc-8aad-38987f39e41c,https://www.orchestry.com/resources/orchestry-features-sheet/,"Orchestry Features: M365 Templates, Archiving, Reporting &amp; More",blog,Resource page — potential gated content for lead generation,Resources,pending,2026-04-06 05:41:33.241998
d6946b0e-68b4-4866-afa6-469d759d9a7d,synozur.com,9f8f5946-4dd7-418b-b200-ff258a569bf2,77829bd7-9a37-47dc-8aad-38987f39e41c,https://www.orchestry.com/resources/case-study/fivep,How FiveP scaled AI-ready M365 governance with Orchestry,other,Case study — ideal for nurture campaigns and social proof,Case Studies,pending,2026-04-06 05:41:33.241998
d6366e9e-daa8-4a9b-ad23-5b6d7309fc45,synozur.com,9f8f5946-4dd7-418b-b200-ff258a569bf2,77829bd7-9a37-47dc-8aad-38987f39e41c,https://www.orchestry.com/reports-and-industry-research,Industry Research and Analyst Reports | Orchestry,other,Content-rich page with marketing potential,Resources,pending,2026-04-06 05:41:33.241998
b203b9b8-1d13-4599-91b6-d9363a5cf773,synozur.com,9a959fb8-9171-4141-a2b8-f2df7ee805ee,4d029842-b71f-4e6b-9d32-a17a047d55bb,https://www.recordpoint.com/blog/what-is-information-security-compliance,What is information security compliance? | RecordPoint,blog,Blog post — good for social media repurposing and SEO,Blog Posts,pending,2026-04-06 05:42:58.043434
817f7a56-f867-42c5-ac85-3616cd4f7375,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,16b50b75-803e-44e5-8ba4-33ca5f33c8c9,https://helux.ai/resources,Resources,blog,Resource page — potential gated content for lead generation,Resources,pending,2026-04-06 05:42:59.941634
1c700fff-9f3b-484d-8d8e-70d258d15e66,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,e36e5aa3-52f3-43d0-853c-180b8a04d3b3,https://www.clearpeople.com/insights,"Insights | Thought Leadership on Knowledge Management, M365, AI",blog,Thought leadership content — ideal for positioning campaigns,Insights,pending,2026-04-06 05:43:26.843697
d65eac13-f416-4714-ab9b-9c223a31c2d5,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,e36e5aa3-52f3-43d0-853c-180b8a04d3b3,https://www.clearpeople.com/success-stories,Success Stories | ClearPeople,other,Success story — strong social proof for campaigns,Case Studies,pending,2026-04-06 05:43:26.843697
d216b875-6e4d-478c-a21b-0d8beec3424e,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,e36e5aa3-52f3-43d0-853c-180b8a04d3b3,https://www.clearpeople.com/insights/resources,"Useful Resources, Webinars, eBooks, Guides | Atlas by ClearPeople",other,Resource page — potential gated content for lead generation,Resources,pending,2026-04-06 05:43:26.843697
5b298e61-03ec-41b2-8f0c-9b057bf556b0,synozur.com,b085c33e-6301-4882-a3fd-5010c4e45238,467c04c4-f6f1-4a60-b714-357e6b47d6ee,https://narrativestrategies.com/media-and-public-relations,Media and Public Relations,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-04-06 05:46:41.143016
42471205-0b60-47ae-bb03-595effd07086,synozur.com,b085c33e-6301-4882-a3fd-5010c4e45238,467c04c4-f6f1-4a60-b714-357e6b47d6ee,https://narrativestrategies.com/case-studies,Case Studies,other,Case study — ideal for nurture campaigns and social proof,Case Studies,pending,2026-04-06 05:46:41.143016
b59f9a0a-3ee5-4cc8-89f5-60ee7afa6fdd,synozur.com,ca220481-8e38-44ac-8bec-b77fce1155d9,356d5712-e253-4725-a54f-e44735dd2173,https://hf.com/news/,News - Hellman &amp; Friedman,blog,News item — can be amplified through social channels,News & Press,pending,2026-04-06 06:36:56.542626
38d07b52-6463-44b6-8449-f3b3d53cef00,synozur.com,e36f9f62-612b-40dd-b2af-39a6cab20c7a,2ec9ed90-07a9-41e2-a7b9-95621692bd25,https://www.akumina.com/resources,Resources | Akumina | Modern Intranet Software &amp; EX Platform,blog,Resource page — potential gated content for lead generation,Resources,pending,2026-04-06 06:38:50.443362
bad10735-6c55-43ff-b767-982e10c5c1f2,synozur.com,6f5ed80d-e3b4-4d0e-8c71-6c622c224de8,d826ee1e-3d98-4653-924a-8b3dcaaac84d,https://witcellars.com/blog/,"WIT Blog | Wine, News &amp; a Splash of Humor",blog,Blog post — good for social media repurposing and SEO,Blog Posts,pending,2026-04-06 12:40:15.641448
8e9f811a-48eb-4312-b81b-f4cc7cc3f6a5,synozur.com,,37d74323-ec27-4651-bf69-7bd164c175cf,https://www.synozur.com/insights,Blog | The Synozur Alliance,blog,Thought leadership content — ideal for positioning campaigns,Insights,pending,2026-04-07 07:57:14.680809
c78dd43c-db7b-4b32-8d55-bb3abb254830,synozur.com,,37d74323-ec27-4651-bf69-7bd164c175cf,https://www.synozur.com/case-studies,Case Studies  | The Synozur Alliance,other,Case study — ideal for nurture campaigns and social proof,Case Studies,pending,2026-04-07 07:57:14.680809
9669fcf1-99d1-494c-aa43-fda5bfaf6f61,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,0dcb6e62-5cb0-41a8-ab97-118d449f1903,https://www.chrismcnulty.net/blog,News &amp; Updates | Chris McNulty,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,dismissed,2026-04-09 06:47:37.019146
e8a41135-64fc-4b2e-929f-97c93a66684e,protiviti.com,ef08cf28-7cb2-4515-a451-62f3989b55cf,dbfc791a-5b83-4fe3-9862-c380a31739db,https://www.orchestry.com/resources/orchestry-features-sheet/,"Orchestry Features: M365 Templates, Archiving, Reporting &amp; More",blog,Resource page — potential gated content for lead generation,Resources,pending,2026-04-11 22:53:00.809257
28af0631-4338-4604-a688-d916dba78693,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,4b5d5c4c-ada7-4583-90d5-b7e693ba1ed0,https://www.adobe.com/homepage/fragments/loggedout/pods/news/news-pod-10-25-23-104498,In the news,blog,News item — can be amplified through social channels,News & Press,dismissed,2026-04-05 17:58:04.164918
8eefff5c-d503-4ee6-9d7f-812bea16a110,protiviti.com,ef08cf28-7cb2-4515-a451-62f3989b55cf,dbfc791a-5b83-4fe3-9862-c380a31739db,https://www.orchestry.com/resources/case-study/fivep,How FiveP scaled AI-ready M365 governance with Orchestry,other,Case study — ideal for nurture campaigns and social proof,Case Studies,pending,2026-04-11 22:53:00.809257
c534a29e-25c1-42a0-a5ab-c31a90438184,protiviti.com,ef08cf28-7cb2-4515-a451-62f3989b55cf,dbfc791a-5b83-4fe3-9862-c380a31739db,https://www.orchestry.com/reports-and-industry-research,Industry Research and Analyst Reports | Orchestry,other,Content-rich page with marketing potential,Resources,pending,2026-04-11 22:53:00.809257
65bed348-0c0a-4101-8d64-c0485d59afb8,go-planet.com,90fced24-a70f-4e90-b76e-1b0c86db716c,862c1e36-f29c-4470-be51-f8df99db73c1,https://go-planet.com/perspectives-blog/,Perspectives Blog Archive - Planet Technologies,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-04-15 19:09:51.336606
e07a1ee3-9bf9-4329-9a9c-7885f86cc41f,go-planet.com,90fced24-a70f-4e90-b76e-1b0c86db716c,862c1e36-f29c-4470-be51-f8df99db73c1,https://go-planet.com/success-stories/,Success Stories Archive - Planet Technologies,other,Success story — strong social proof for campaigns,Case Studies,pending,2026-04-15 19:09:51.336606
dd17b0d2-8068-4ae1-bbd6-814a890919cf,synozur.com,9a69511b-78e8-4ac0-b74a-3892578b764b,11ab0037-f73a-46b3-8c0b-5baab89ca32e,https://mohegangaming.com/financial-updates/,Financial News &amp; Updates | Mohegan,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-05-06 18:22:01.715405
53d32e83-270f-4534-aaa2-37fa546add3a,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,1ca158ba-acb2-4741-a19b-8b108c07be95,https://www.munichre.com/en/insights.html,Insights | Munich Re,blog,Thought leadership content — ideal for positioning campaigns,Insights,pending,2026-05-07 02:23:26.178016
56242f02-b24c-4fb2-8b89-e3e7d7feae6d,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,1ca158ba-acb2-4741-a19b-8b108c07be95,https://www.munichre.com/specialty/north-america/en/solutions/binding-authorities.html,Binding Authorities,services,Special offer — direct campaign material,Promotions,pending,2026-05-07 02:23:26.178016
c97c538e-d89d-4e87-ade6-d5ee8cacdfa2,synozur.com,21967b75-d76d-4c89-91f5-59b4a9a3d089,42319cb6-469b-4ac8-b2ed-429651822fb9,https://www.winwire.com/data-ai/winsights/,WInsights – Insights to Win | WinWire,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-05-07 03:01:16.980221
0ce10289-5a6e-47a3-bed7-240ed5027472,synozur.com,21967b75-d76d-4c89-91f5-59b4a9a3d089,42319cb6-469b-4ac8-b2ed-429651822fb9,https://www.winwire.com/success-stories/,WinWire Success Stories,other,Success story — strong social proof for campaigns,Case Studies,pending,2026-05-07 03:01:16.980221
937c0d13-2281-490d-9cf8-ee4a330f3d97,synozur.com,298c26bd-3400-4ac4-8001-eb38f4f163ed,0cac2827-cc9f-4cd6-9962-b3f6ffe32dfc,https://www.protiviti.com/us-en/oil-gas-mining,Oil &amp; Gas Consulting | Protiviti US,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-05-07 03:08:42.278788
59f9f91c-d1c0-42a0-8db3-32961a8b3676,synozur.com,872dde94-3e6c-4115-acdc-2c79b3276138,b2861ac9-28b9-45c2-a991-ceaa91faf851,https://icc-ims.com/blogs/,Blogs &#8211; ICC-IMS,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-05-07 03:25:46.879142
5bc74d06-f9f0-4db6-a619-3930f465897d,synozur.com,0dad59af-ea3b-4cb2-bf04-f365c7a69114,a6c98190-e3f5-49e9-957a-d6bd722b19f8,https://www.clarion-capital.com/news/,News | Clarion Capital Partners,blog,News item — can be amplified through social channels,News & Press,pending,2026-05-07 06:53:36.978871
dc89ab54-65cc-48ff-8426-8f652f37b910,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,b2ef0182-5f8b-4312-9bfe-efe5acb8529a,https://www.semtribe.com/enterprises/big-cypress-reservation,Big Cypress Reservation,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-05-07 07:55:29.380236
dcb731ad-81a8-4f67-a503-4e80722b0874,synozur.com,17b318bd-67fa-40b5-858e-77c3db633a56,be6dc349-b1f7-4106-b593-2c16272d1e33,https://www.belron.com/media-events/best-belron,Best of Belron | Belron ®,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-05-08 11:42:40.569017
0713ccf0-d3bf-4e69-b84f-70e3c4e068cd,synozur.com,a83caa9d-904f-4508-a008-028921e755d2,443fca89-3b8f-45f7-a2ce-f5fa46f4b7b8,https://www.winwire.com/data-ai/winsights/,WInsights – Insights to Win | WinWire,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-05-08 11:44:31.369256
57100438-0276-4ca8-a6d5-5e104dcbedff,synozur.com,a83caa9d-904f-4508-a008-028921e755d2,443fca89-3b8f-45f7-a2ce-f5fa46f4b7b8,https://www.winwire.com/success-stories/,WinWire Success Stories,other,Success story — strong social proof for campaigns,Case Studies,pending,2026-05-08 11:44:31.369256
39186034-bb18-4af6-b7ad-ba7b1f6472f4,reveillesoftware.com,cf966795-4a02-410b-ac2b-00d57aca1127,bc891e84-e258-4b39-b877-94906bf164ec,https://ashling.ai/resources/what-is-the-ai-revolution,What is the AI Revolution&nbsp;,blog,Resource page — potential gated content for lead generation,Resources,pending,2026-05-08 18:33:12.045849
d7828d10-08e0-4838-86aa-0621afcbcb59,synozur.com,84a7b88d-e662-47ef-9a1a-fbc2d1046b49,d7e7f969-f6d8-421d-8f25-691a9c875682,https://www.platinumequity.com/our-news/?pagination=1,News Articles &amp; Press Releases | Platinum Equity,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-05-13 19:07:56.544733
eec4c1b3-8764-4c82-a1c7-ea9f663418f7,synozur.com,28dc9e03-8a9c-448e-8aa4-7818fa503a82,4fc82bd0-d4da-447e-8fe9-5e35788ad66b,https://www.safe-guardproducts.com/resources/,Resources | Safe-Guard Products International,blog,Resource page — potential gated content for lead generation,Resources,pending,2026-05-16 20:55:42.582122
12e38f1d-51fd-4f14-9596-b290ee2f1a4d,synozur.com,2e7dced4-517d-4271-99d6-dffdeff64c66,364b8db7-42df-4318-b293-2a849fc9ed15,https://www.aboutamazon.com/amazon-news-today,Amazon News | About Amazon,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-05-29 09:29:13.134856
06dc5f3b-cd66-4e30-965f-d95b1fc29060,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,b2ef0182-5f8b-4312-9bfe-efe5acb8529a,https://www.semtribe.com/enterprises/big-cypress-reservation.html,Big Cypress Reservation,blog,Blog content — suitable for social media and newsletter distribution,Blog Posts,pending,2026-05-30 00:06:19.435682
42e12dc3-bcfc-4ba3-8497-59bc3b868c1b,synozur.com,bc7e3c6b-277f-4220-81d8-2bc62426ad25,4de5ecfd-d57b-48c5-b9dd-6e3e0bdfbea9,https://www.reveillesoftware.com/resources/demos/,Reveille Demos - Reveille Software,blog,Resource page — potential gated content for lead generation,Resources,pending,2026-06-23 04:11:07.659173
9034ccbc-c1c4-4328-87b3-a832802e1896,synozur.com,bc7e3c6b-277f-4220-81d8-2bc62426ad25,4de5ecfd-d57b-48c5-b9dd-6e3e0bdfbea9,https://www.reveillesoftware.com/why-reveille/success-stories/,Success Stories - Reveille Software,other,Success story — strong social proof for campaigns,Case Studies,pending,2026-06-23 04:11:07.659173
2794b7f0-9794-435e-b9bc-3605134af0d0,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,ca53d440-f11b-4d17-97f6-05d0c027d2d1,https://www.reveillesoftware.com/resources/demos/,Reveille Demos - Reveille Software,blog,Resource page — potential gated content for lead generation,Resources,pending,2026-07-03 19:51:41.868902
